date locale	heure locale	t	hr	psta	rf1e
date loc	heure	C	0-100	hPa	kJ/m2/h
27/01/2015	00	0	0	0	0.00
27/01/2015	01	0	0	0	0.00
27/01/2015	02	0	0	0	0.00
27/01/2015	03	0	0	0	0.00
27/01/2015	04	0	0	0	0.00
27/01/2015	05	0	0	0	0.00
27/01/2015	06	0	0	0	0.00
27/01/2015	07	0	0	0	0.35
27/01/2015	08	0	0	0	10.79
27/01/2015	09	0	0	0	41.57
27/01/2015	10	0	0	0	42.58
27/01/2015	11	0	0	0	44.34
27/01/2015	12	0	0	0	56.07
27/01/2015	13	0	0	0	40.63
27/01/2015	14	0	0	0	26.82
27/01/2015	15	0	0	0	8.90
27/01/2015	16	0	0	0	0.35
27/01/2015	17	0	0	0	0.00
27/01/2015	18	0	0	0	0.00
27/01/2015	19	0	0	0	0.00
27/01/2015	20	0	0	0	0.00
27/01/2015	21	0	0	0	0.00
27/01/2015	22	0	0	0	0.00
27/01/2015	23	0	0	0	0.00
28/01/2015	00	0	0	0	0.00
28/01/2015	01	0	0	0	0.00
28/01/2015	02	0	0	0	0.00
28/01/2015	03	0	0	0	0.00
28/01/2015	04	0	0	0	0.00
28/01/2015	05	0	0	0	0.00
28/01/2015	06	0	0	0	0.00
28/01/2015	07	0	0	0	0.20
28/01/2015	08	0	0	0	5.86
28/01/2015	09	0	0	0	16.84
28/01/2015	10	0	0	0	30.42
28/01/2015	11	0	0	0	42.53
28/01/2015	12	0	0	0	37.51
28/01/2015	13	0	0	0	37.19
28/01/2015	14	0	0	0	23.50
28/01/2015	15	0	0	0	5.39
28/01/2015	16	0	0	0	0.04
28/01/2015	17	0	0	0	0.00
28/01/2015	18	0	0	0	0.00
28/01/2015	19	0	0	0	0.00
28/01/2015	20	0	0	0	0.00
28/01/2015	21	0	0	0	0.00
28/01/2015	22	0	0	0	0.00
28/01/2015	23	0	0	0	0.00
29/01/2015	00	0	0	0	0.00
29/01/2015	01	0	0	0	0.00
29/01/2015	02	0	0	0	0.00
29/01/2015	03	0	0	0	0.00
29/01/2015	04	0	0	0	0.00
29/01/2015	05	0	0	0	0.00
29/01/2015	06	0	0	0	0.00
29/01/2015	07	0	0	0	0.19
29/01/2015	08	0	0	0	6.46
29/01/2015	09	0	0	0	44.20
29/01/2015	10	0	0	0	64.03
29/01/2015	11	0	0	0	42.23
29/01/2015	12	0	0	0	82.97
29/01/2015	13	0	0	0	64.74
29/01/2015	14	0	0	0	80.53
29/01/2015	15	0	0	0	15.52
29/01/2015	16	0	0	0	0.62
29/01/2015	17	0	0	0	0.00
29/01/2015	18	0	0	0	0.00
29/01/2015	19	0	0	0	0.00
29/01/2015	20	0	0	0	0.00
29/01/2015	21	0	0	0	0.00
29/01/2015	22	0	0	0	0.00
29/01/2015	23	0	0	0	0.00
30/01/2015	00	0	0	0	0.00
30/01/2015	01	0	0	0	0.00
30/01/2015	02	0	0	0	0.00
30/01/2015	03	0	0	0	0.00
30/01/2015	04	0	0	0	0.00
30/01/2015	05	0	0	0	0.00
30/01/2015	06	0	0	0	0.00
30/01/2015	07	0	0	0	0.20
30/01/2015	08	0	0	0	10.86
30/01/2015	09	0	0	0	43.98
30/01/2015	10	0	0	0	55.04
30/01/2015	11	0	0	0	146.58
30/01/2015	12	0	0	0	101.20
30/01/2015	13	0	0	0	49.47
30/01/2015	14	0	0	0	29.55
30/01/2015	15	0	0	0	11.92
30/01/2015	16	0	0	0	0.36
30/01/2015	17	0	0	0	0.00
30/01/2015	18	0	0	0	0.00
30/01/2015	19	0	0	0	0.00
30/01/2015	20	0	0	0	0.00
30/01/2015	21	0	0	0	0.00
30/01/2015	22	0	0	0	0.00
